Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,124.500000,124.730003,122.940002,123.410004,113.919876,8130800
2020-01-03,122.160004,123.529999,121.860001,122.580002,113.153687,7970500
2020-01-06,122.570000,123.190002,122.379997,122.750000,113.310616,6674400
2020-01-07,122.879997,123.209999,121.870003,121.989998,112.609070,7583400
2020-01-08,122.190002,123.430000,122.000000,122.510002,113.089066,5385100
2020-01-09,122.510002,123.879997,122.510002,123.849998,114.326035,5944000
2020-01-10,123.900002,124.320000,123.300003,123.970001,114.436798,3927100
2020-01-13,124.000000,124.900002,123.809998,124.879997,115.276817,8409200
2020-01-14,124.650002,125.199997,124.480003,124.690002,115.101448,7829700
2020-01-15,125.059998,126.120003,125.010002,125.959999,116.273781,4843700
2020-01-16,126.110001,126.779999,125.589996,126.070000,116.375313,6233700
2020-01-17,126.349998,127.000000,125.879997,126.410004,116.689171,11315200
2020-01-21,126.410004,126.620003,124.839996,126.089996,116.393768,8553100
2020-01-22,126.330002,126.680000,125.830002,126.309998,116.596863,7396700
2020-01-23,124.300003,126.550003,123.650002,124.989998,116.063843,11096500
2020-01-24,125.220001,126.790001,124.769997,125.139999,116.203148,9508600
2020-01-27,124.750000,126.389999,124.750000,125.690002,116.713860,9338400
2020-01-28,125.930000,126.980003,125.720001,126.029999,117.029579,6200200
2020-01-29,125.910004,126.070000,125.029999,125.059998,116.128860,5271000
2020-01-30,124.790001,126.059998,124.419998,125.949997,116.955292,5894400
2020-01-31,125.989998,126.949997,124.459999,124.620003,115.720276,6612900
2020-02-03,124.660004,125.949997,124.489998,125.110001,116.175278,6052300
2020-02-04,125.709999,127.349998,125.360001,125.660004,116.685997,6512200
2020-02-05,125.910004,127.059998,125.400002,126.809998,117.753868,6125400
2020-02-06,126.900002,128.089996,126.599998,127.139999,118.060310,9102700
2020-02-07,127.190002,127.269997,126.050003,126.080002,117.076012,5915100
2020-02-10,126.459999,126.830002,125.760002,126.169998,117.159592,5216100
2020-02-11,126.269997,126.269997,124.029999,124.160004,115.293114,6105700
2020-02-12,123.680000,123.970001,122.849998,123.449997,114.633835,6031700
2020-02-13,123.730003,125.279999,123.519997,124.959999,116.035995,7159000
2020-02-14,125.290001,126.150002,124.790001,126.139999,117.131729,5889100
2020-02-18,125.830002,126.180000,124.830002,124.870003,115.952438,6767600
2020-02-19,124.849998,126.470001,124.650002,125.440002,116.481705,4734000
2020-02-20,125.470001,126.760002,125.129997,126.580002,117.540291,6094600
2020-02-21,126.129997,128.070007,125.980003,126.699997,117.651733,8723900
2020-02-24,125.260002,126.589996,123.139999,123.300003,114.494545,7533900
2020-02-25,123.019997,123.959999,120.879997,121.430000,112.758072,8903200
2020-02-26,121.419998,122.389999,119.849998,120.160004,111.578781,6894200
2020-02-27,119.120003,119.919998,113.430000,113.500000,105.394409,13298900
2020-02-28,109.459999,113.230003,106.669998,113.230003,105.143700,22784300
2020-03-02,113.190002,119.790001,112.550003,119.559998,111.021629,12399800
2020-03-03,119.730003,121.839996,117.139999,118.169998,109.730888,12510900
2020-03-04,119.879997,124.690002,119.599998,124.500000,115.608841,9459300
2020-03-05,121.300003,122.900002,120.279999,121.629997,112.943802,9363500
2020-03-06,118.029999,122.610001,117.550003,121.660004,112.971664,9817400
2020-03-09,115.269997,120.029999,115.120003,116.059998,107.771584,13116500
2020-03-10,118.959999,120.820000,114.440002,120.550003,111.940948,11419100
2020-03-11,117.599998,118.440002,110.680000,111.589996,103.620819,16456000
2020-03-12,103.000000,111.580002,101.000000,101.839996,94.567108,20988000
2020-03-13,106.500000,114.629997,105.410004,114.070000,105.923706,17378700
2020-03-16,101.750000,115.949997,101.000000,108.500000,100.751488,17367400
2020-03-17,111.449997,119.699997,110.769997,118.239998,109.795898,19451400
2020-03-18,113.019997,121.500000,112.089996,117.449997,109.062317,23139200
2020-03-19,116.610001,118.000000,109.790001,110.830002,102.915100,16428100
2020-03-20,109.190002,109.699997,101.589996,102.430000,95.114967,19922900
2020-03-23,100.190002,103.750000,94.339996,97.699997,90.722771,17776800
2020-03-24,101.230003,104.000000,96.070000,103.269997,95.894981,14625500
2020-03-25,100.510002,104.699997,98.599998,100.919998,93.712814,13789100
2020-03-26,103.879997,108.309998,102.529999,107.379997,99.711449,15796000
2020-03-27,106.489998,114.290001,106.489998,110.169998,102.302231,16073100
2020-03-30,113.900002,115.790001,110.199997,115.000000,106.787292,14571600
2020-03-31,113.500000,114.290001,108.949997,110.000000,102.144371,21691000
2020-04-01,107.949997,112.180000,107.000000,109.330002,101.522217,11095800
2020-04-02,107.690002,114.989998,107.500000,114.400002,106.230133,9168800
2020-04-03,113.739998,115.900002,113.010002,115.080002,106.861572,7768700
2020-04-06,117.000000,119.000000,114.580002,117.809998,109.396606,16848400
2020-04-07,116.709999,120.059998,112.500000,112.769997,104.716545,14438400
2020-04-08,114.389999,117.300003,111.860001,115.099998,106.880150,12564500
2020-04-09,115.260002,118.660004,114.199997,114.660004,106.471581,12747300
2020-04-13,113.610001,116.750000,113.160004,115.949997,107.669434,7926700
2020-04-14,118.760002,121.470001,116.250000,120.959999,112.321648,10474200
2020-04-15,120.860001,123.419998,119.589996,121.220001,112.563087,14192900
2020-04-16,122.349998,122.500000,119.900002,121.500000,112.823097,12020200
2020-04-17,122.449997,124.989998,120.540001,124.690002,115.785271,15899800
2020-04-20,121.470001,123.230003,120.540001,120.599998,111.987358,10832000
2020-04-21,119.500000,120.300003,118.430000,119.680000,111.133064,9465400
2020-04-22,119.989998,120.279999,118.779999,119.400002,110.873070,10259400
2020-04-23,118.650002,119.669998,118.050003,119.400002,111.612488,17277000
2020-04-24,119.099998,119.760002,118.620003,118.779999,111.032906,12751100
2020-04-27,119.190002,119.190002,116.900002,117.449997,109.789635,10635700
2020-04-28,117.099998,117.910004,116.169998,116.889999,109.266182,9958000
2020-04-29,117.519997,118.050003,115.080002,117.080002,109.443787,8707900
2020-04-30,115.919998,118.279999,115.660004,117.870003,110.182266,10026400
2020-05-01,117.599998,118.370003,116.320000,116.820000,109.200752,7366400
2020-05-04,117.089996,117.199997,115.000000,115.769997,108.219231,5636000
2020-05-05,115.800003,117.260002,115.209999,116.010002,108.443573,5425200
2020-05-06,115.540001,116.139999,112.889999,113.099998,105.723381,7892200
2020-05-07,114.059998,114.139999,111.820000,112.169998,104.854027,8762800
2020-05-08,113.519997,116.300003,113.389999,115.949997,108.387482,9279900
2020-05-11,115.750000,116.010002,114.919998,115.309998,107.789230,6947500
2020-05-12,115.199997,115.900002,114.139999,114.550003,107.078796,6734400
2020-05-13,114.279999,115.349998,113.730003,113.919998,106.489883,9312600
2020-05-14,113.540001,114.449997,111.250000,113.809998,106.387054,9310000
2020-05-15,113.930000,114.790001,112.050003,114.610001,107.134888,10694800
2020-05-18,116.029999,116.989998,114.709999,116.209999,108.630531,10020800
2020-05-19,115.089996,115.639999,112.339996,112.440002,105.106430,8047600
2020-05-20,113.000000,113.769997,112.129997,113.279999,105.891632,6593800
2020-05-21,112.800003,113.199997,111.430000,111.620003,104.339912,6552700
2020-05-22,112.290001,113.599998,111.760002,112.599998,105.255997,5571900
2020-05-26,114.150002,114.150002,111.680000,112.029999,104.723160,10432400
2020-05-27,112.500000,113.970001,111.820000,113.889999,106.461853,8279700
2020-05-28,115.529999,116.989998,114.900002,116.059998,108.490318,6586700
2020-05-29,116.129997,116.720001,114.620003,115.919998,108.359444,7868000
2020-06-01,116.000000,117.500000,115.260002,117.250000,109.602707,5105600
2020-06-02,117.070000,118.139999,116.820000,118.059998,110.359863,6327900
2020-06-03,118.099998,119.190002,117.949997,118.529999,110.799217,6171000
2020-06-04,118.000000,118.830002,115.570000,116.050003,108.480965,6895800
2020-06-05,116.250000,118.830002,116.050003,118.330002,110.612259,7337800
2020-06-08,117.440002,119.120003,116.839996,119.050003,111.285294,6926700
2020-06-09,119.400002,119.760002,118.150002,118.339996,110.621605,5563200
2020-06-10,119.000000,119.889999,118.110001,119.230003,111.453568,6678200
2020-06-11,118.809998,119.570000,116.000000,116.260002,108.677269,8937500
2020-06-12,116.589996,118.050003,115.260002,115.620003,108.079010,7998500
2020-06-15,114.550003,117.279999,113.760002,116.690002,109.079224,8786000
2020-06-16,118.529999,118.970001,116.930000,118.129997,110.425293,8165200
2020-06-17,118.389999,119.110001,117.440002,117.930000,110.238342,6320800
2020-06-18,117.459999,119.959999,117.370003,119.279999,111.500298,6274400
2020-06-19,120.489998,121.820000,118.830002,118.919998,111.163773,17506200
2020-06-22,118.779999,119.080002,117.339996,117.750000,110.070091,5695600
2020-06-23,118.669998,119.190002,117.650002,117.730003,110.051414,5340400
2020-06-24,117.220001,117.959999,116.279999,116.419998,108.826836,6547800
2020-06-25,116.989998,118.029999,116.029999,117.889999,110.200966,5489300
2020-06-26,117.589996,118.470001,115.040001,115.230003,107.714455,23201700
2020-06-29,116.510002,118.050003,116.349998,117.660004,109.985962,6866900
2020-06-30,117.970001,119.989998,117.800003,119.570000,111.771385,7818000
2020-07-01,119.650002,120.389999,118.900002,119.980003,112.154655,6501200
2020-07-02,121.000000,122.570000,120.529999,120.879997,112.995949,6150900
2020-07-06,121.769997,122.410004,120.879997,121.629997,113.697021,6023300
2020-07-07,121.300003,123.250000,120.889999,122.220001,114.248558,6866300
2020-07-08,122.150002,123.239998,122.000000,122.889999,114.874832,6494100
2020-07-09,122.820000,123.980003,121.809998,122.480003,114.491600,5341000
2020-07-10,122.570000,124.500000,122.470001,123.889999,115.809631,6752600
2020-07-13,124.000000,125.589996,123.339996,124.050003,115.959190,7681500
2020-07-14,123.989998,125.660004,123.500000,125.089996,116.931358,6272100
2020-07-15,125.980003,126.900002,124.260002,124.500000,116.379852,8145000
2020-07-16,125.080002,125.519997,123.910004,124.760002,116.622887,3959300
2020-07-17,125.089996,126.070000,124.830002,125.629997,117.436150,4868600
2020-07-20,125.470001,125.839996,124.790001,125.239998,117.071579,4242100
2020-07-21,125.489998,126.639999,124.919998,125.070000,116.912666,5162300
2020-07-22,125.500000,126.400002,124.209999,126.139999,117.912865,5929200
2020-07-23,126.120003,127.180000,125.599998,126.160004,118.675766,6664800
2020-07-24,126.989998,127.769997,125.320000,125.959999,118.487633,6014200
2020-07-27,125.709999,126.639999,125.540001,126.320000,118.826279,6464600
2020-07-28,126.370003,128.460007,126.290001,127.879997,120.293724,7644400
2020-07-29,127.559998,129.240005,127.360001,128.309998,120.698227,6702000
2020-07-30,130.660004,132.029999,129.649994,131.419998,123.623726,10400700
2020-07-31,130.660004,131.210007,129.270004,131.119995,123.341522,8487000
2020-08-03,130.470001,131.919998,130.470001,131.289993,123.501442,7769400
2020-08-04,130.770004,133.929993,130.699997,133.789993,125.853119,7773700
2020-08-05,133.589996,134.649994,133.119995,133.440002,125.523903,5680000
2020-08-06,132.850006,133.369995,132.119995,132.710007,124.837212,3974100
2020-08-07,132.889999,133.639999,132.449997,133.550003,125.627365,4934900
2020-08-10,133.699997,134.440002,133.190002,134.100006,126.144753,5812700
2020-08-11,134.270004,134.740005,132.789993,133.229996,125.326355,5329900
2020-08-12,133.770004,135.970001,133.699997,135.460007,127.424065,5920400
2020-08-13,135.080002,135.869995,134.929993,135.779999,127.725075,4989500
2020-08-14,135.610001,135.639999,134.550003,135.100006,127.085426,5845200
2020-08-17,134.940002,135.699997,134.660004,135.500000,127.461670,5603800
2020-08-18,135.809998,137.520004,135.419998,136.509995,128.411758,8670700
2020-08-19,135.539993,136.320007,135.500000,135.770004,127.715675,6827700
2020-08-20,135.240005,136.979996,135.190002,136.850006,128.731628,4352200
2020-08-21,136.600006,138.100006,135.910004,137.440002,129.286606,5706600
2020-08-24,137.490005,138.779999,137.199997,138.509995,130.293121,7420500
2020-08-25,139.000000,139.149994,137.800003,139.059998,130.810501,4718300
2020-08-26,138.570007,139.320007,138.250000,138.389999,130.180267,4746200
2020-08-27,138.839996,139.690002,138.179993,138.210007,130.010925,6156100
2020-08-28,138.320007,138.910004,136.949997,138.770004,130.537689,4166300
2020-08-31,138.190002,138.729996,137.820007,138.330002,130.123795,5596800
2020-09-01,137.860001,138.220001,137.070007,138.179993,129.982681,5671800
2020-09-02,138.110001,141.440002,137.610001,140.509995,132.174500,8384800
2020-09-03,140.740005,141.699997,137.089996,138.259995,130.057968,7277900
2020-09-04,137.809998,139.190002,136.119995,137.960007,129.775726,7437700
2020-09-08,138.520004,138.639999,135.039993,135.940002,127.875572,6847500
2020-09-09,136.419998,139.559998,136.270004,138.149994,129.954468,6002900
2020-09-10,138.119995,138.720001,136.509995,136.699997,128.590515,5242500
2020-09-11,137.690002,138.660004,137.160004,138.139999,129.945084,4398000
2020-09-14,138.440002,139.580002,138.330002,138.630005,130.406036,4767400
2020-09-15,138.789993,139.770004,138.389999,138.630005,130.406036,4046500
2020-09-16,139.570007,140.169998,137.600006,137.699997,129.531189,6049900
2020-09-17,137.059998,137.880005,136.190002,137.520004,129.361847,4648500
2020-09-18,136.910004,137.929993,136.259995,137.369995,129.220734,10192800
2020-09-21,137.000000,137.470001,134.699997,136.710007,128.599930,7092600
2020-09-22,136.490005,139.029999,136.240005,137.960007,129.775726,4722800
2020-09-23,138.419998,138.419998,136.089996,136.309998,128.223648,6373700
2020-09-24,136.669998,137.149994,135.710007,136.919998,128.797455,5708200
2020-09-25,135.889999,137.990005,135.889999,137.619995,129.455917,4969900
2020-09-28,138.559998,139.940002,137.779999,138.009995,129.822754,5810800
2020-09-29,138.389999,138.419998,136.660004,137.259995,129.117279,4492100
2020-09-30,138.160004,139.850006,137.809998,138.990005,130.744644,8727800
2020-10-01,139.580002,139.990005,138.210007,139.240005,130.979813,5713400
2020-10-02,137.929993,139.119995,136.949997,138.119995,129.926270,6077900
2020-10-05,138.720001,139.649994,138.300003,139.389999,131.120941,6333900
2020-10-06,139.419998,140.770004,138.809998,139.610001,131.327866,6042900
2020-10-07,140.080002,141.389999,139.369995,140.699997,132.353210,4640900
2020-10-08,140.559998,141.929993,140.360001,141.649994,133.246857,4569800
2020-10-09,141.839996,143.639999,141.699997,142.919998,134.441513,6551700
2020-10-12,143.330002,145.330002,143.330002,144.490005,135.918350,5791500
2020-10-13,143.820007,144.839996,143.460007,144.210007,135.654984,4509400
2020-10-14,144.179993,145.100006,143.080002,144.039993,135.495056,3860700
2020-10-15,143.059998,144.389999,142.889999,143.830002,135.297516,4997100
2020-10-16,144.419998,145.869995,143.919998,144.389999,135.824280,6806100
2020-10-19,144.470001,145.389999,141.130005,141.910004,133.491455,6427600
2020-10-20,145.610001,145.690002,141.899994,142.479996,134.027603,7582100
2020-10-21,142.490005,144.339996,142.470001,143.250000,134.751923,5649700
2020-10-22,141.490005,142.750000,141.080002,141.449997,133.797516,4502900
2020-10-23,141.759995,142.880005,141.759995,142.380005,134.677185,4278100
2020-10-26,141.500000,142.050003,140.009995,141.300003,133.655640,5315500
2020-10-27,141.940002,143.339996,141.649994,142.360001,134.658295,6806700
2020-10-28,140.449997,140.940002,137.309998,137.660004,130.212570,8192200
2020-10-29,137.350006,139.089996,135.800003,137.570007,130.127441,5476900
2020-10-30,137.179993,137.990005,134.679993,137.100006,129.682877,6422000
2020-11-02,138.509995,140.000000,137.440002,138.500000,131.007126,6682800
2020-11-03,139.320007,142.660004,139.320007,141.220001,133.579971,6244200
2020-11-04,140.460007,143.000000,140.270004,140.639999,133.031342,5820600
2020-11-05,142.440002,143.529999,141.779999,142.380005,134.677185,5673100
2020-11-06,142.669998,144.070007,142.380005,143.229996,135.481216,4702300
2020-11-09,146.149994,146.919998,137.600006,137.990005,130.524719,12664700
2020-11-10,138.100006,140.619995,137.149994,140.259995,132.671906,7854000
2020-11-11,141.850006,143.000000,140.649994,142.070007,134.383987,5554300
2020-11-12,142.289993,142.550003,141.070007,142.149994,134.459656,5631700
2020-11-13,142.210007,144.479996,141.880005,144.279999,136.474411,6466800
2020-11-16,144.779999,144.779999,141.259995,142.429993,134.724503,7976600
2020-11-17,141.889999,143.470001,141.750000,141.880005,134.204269,6396800
2020-11-18,141.990005,142.100006,139.660004,139.699997,132.142197,6097100
2020-11-19,139.869995,140.119995,138.449997,139.529999,131.981400,5284100
2020-11-20,139.529999,140.350006,138.630005,139.300003,131.763840,4726900
2020-11-23,139.320007,139.949997,137.860001,138.759995,131.253052,4770600
2020-11-24,138.830002,139.839996,138.070007,138.309998,130.827393,7101800
2020-11-25,138.160004,139.389999,138.039993,138.679993,131.177368,8411300
2020-11-27,138.589996,138.889999,137.529999,138.610001,131.111191,4252200
2020-11-30,138.000000,139.199997,136.740005,138.869995,131.357101,11640400
2020-12-01,139.160004,139.539993,138.160004,139.369995,131.830048,7169700
2020-12-02,139.369995,139.940002,137.490005,138.360001,130.874680,6963000
2020-12-03,138.089996,138.350006,135.539993,137.339996,129.909866,8742500
2020-12-04,137.210007,137.860001,135.869995,137.470001,130.032806,6617200
2020-12-07,136.610001,137.740005,136.559998,137.679993,130.231491,6918000
2020-12-08,137.020004,138.779999,136.429993,138.050003,130.581467,6493500
2020-12-09,137.830002,138.039993,136.250000,136.410004,129.030212,6773400
2020-12-10,136.520004,136.919998,135.039993,135.509995,128.178879,6800500
2020-12-11,134.460007,136.800003,134.199997,136.509995,129.124771,6548000
2020-12-14,137.020004,137.929993,135.770004,135.850006,128.500473,6485300
2020-12-15,136.389999,137.539993,136.240005,136.649994,129.257202,5397000
2020-12-16,136.710007,138.270004,136.710007,137.270004,129.843674,5382500
2020-12-17,138.009995,139.119995,137.949997,138.250000,130.770645,7405300
2020-12-18,138.259995,140.070007,137.449997,139.039993,131.517899,19988800
2020-12-21,137.960007,138.429993,136.220001,137.520004,130.080109,6732400
2020-12-22,137.289993,138.070007,136.380005,136.550003,129.162613,5023100
2020-12-23,137.389999,137.550003,136.130005,136.339996,128.963974,6004200
2020-12-24,136.199997,138.130005,136.199997,137.720001,130.269318,2588200
2020-12-28,138.149994,139.389999,137.949997,138.679993,131.177368,3714700
2020-12-29,139.220001,139.940002,138.199997,138.419998,130.931458,5139300
2020-12-30,138.600006,138.919998,137.550003,137.770004,130.316635,3261400
2020-12-31,138.309998,139.289993,137.389999,139.139999,131.612503,4076400
2021-01-04,139.660004,139.860001,136.350006,137.820007,130.363937,8330900
2021-01-05,137.990005,138.919998,136.270004,138.699997,131.196289,6856400
2021-01-06,138.770004,141.039993,138.600006,140.160004,132.577301,10578000
2021-01-07,139.750000,140.130005,138.039993,138.850006,131.338196,7355400
2021-01-08,138.470001,139.059998,137.000000,138.789993,131.281403,7448500
2021-01-11,138.750000,139.440002,137.600006,137.850006,130.392288,7239900
2021-01-12,137.850006,138.250000,136.240005,137.050003,129.635559,6333500
2021-01-13,137.100006,138.070007,137.100006,137.259995,129.834183,6078800
2021-01-14,137.429993,137.649994,135.279999,135.800003,128.453171,6172800
2021-01-15,135.250000,136.199997,134.660004,134.779999,127.488388,7757600
2021-01-19,135.699997,136.360001,133.559998,133.600006,126.372215,9184900
2021-01-20,132.529999,133.800003,131.259995,131.929993,124.792549,12506600
2021-01-21,130.649994,131.990005,130.509995,131.009995,124.669792,8761600
2021-01-22,131.020004,131.470001,129.990005,130.000000,123.708679,7202800
2021-01-25,129.949997,133.000000,129.899994,132.240005,125.840271,9640000
2021-01-26,132.250000,133.470001,131.429993,133.089996,126.649139,5996700
2021-01-27,132.389999,133.100006,127.699997,128.380005,122.167091,10826700
2021-01-28,127.839996,131.649994,127.440002,130.360001,124.051270,8242000
2021-01-29,130.190002,130.289993,128.070007,128.210007,122.005310,8344100
2021-02-01,129.000000,129.660004,128.199997,128.970001,122.728508,6534200
2021-02-02,129.600006,130.720001,128.690002,128.789993,122.557236,6825600
2021-02-03,128.949997,129.199997,127.750000,128.949997,122.709496,7309400
2021-02-04,129.380005,129.460007,128.580002,129.029999,122.785622,6613700
2021-02-05,129.119995,130.100006,129.029999,129.570007,123.299500,5063700
2021-02-08,129.929993,130.100006,128.110001,129.169998,122.918846,7011200
2021-02-09,129.460007,129.940002,128.229996,128.669998,122.443039,5917800
2021-02-10,128.750000,129.160004,127.959999,128.220001,122.014824,8594100
2021-02-11,128.539993,129.330002,128.210007,128.330002,122.119499,6139200
2021-02-12,128.000000,128.130005,126.580002,127.620003,121.443871,8407300
2021-02-16,127.970001,128.169998,126.989998,127.919998,121.729340,8246000
2021-02-17,127.190002,129.490005,127.110001,128.460007,122.243217,8845200
2021-02-18,127.809998,129.850006,127.589996,129.529999,123.261429,6936400
2021-02-19,129.350006,129.440002,127.019997,127.120003,120.968048,8277900
2021-02-22,126.790001,127.239998,126.379997,126.580002,120.454193,6975500
2021-02-23,127.779999,129.929993,127.190002,127.519997,121.348686,10145300
2021-02-24,127.349998,128.240005,126.910004,127.660004,121.481934,7263000
2021-02-25,127.489998,128.990005,126.290001,126.580002,120.454193,7790800
2021-02-26,126.540001,126.930000,121.820000,123.529999,117.551796,17718800
2021-03-01,124.160004,125.489998,124.000000,124.290001,118.275002,7740200
2021-03-02,123.870003,124.860001,123.430000,123.900002,117.903877,10206500
2021-03-03,123.769997,124.199997,122.790001,123.160004,117.199707,7537000
2021-03-04,123.099998,124.769997,121.540001,122.150002,116.238579,10228100
2021-03-05,122.760002,126.330002,122.550003,125.980003,119.883224,10490900
2021-03-08,125.760002,128.899994,125.320000,127.309998,121.148857,9224700
2021-03-09,127.650002,128.919998,126.059998,126.180000,120.073563,8859700
2021-03-10,126.150002,128.419998,125.470001,127.339996,121.177414,9070900
2021-03-11,127.129997,127.849998,126.720001,126.910004,120.768219,6941500
2021-03-12,127.650002,128.820007,127.650002,128.139999,121.938698,6521900
2021-03-15,128.389999,129.039993,127.190002,128.559998,122.338364,7172600
2021-03-16,128.509995,129.979996,128.509995,128.940002,122.699989,6485200
2021-03-17,129.110001,129.839996,128.350006,128.419998,122.205154,6192900
2021-03-18,128.210007,129.039993,127.040001,128.699997,122.471596,6871300
2021-03-19,129.100006,129.740005,127.900002,128.009995,121.814980,20262100
2021-03-22,128.009995,130.889999,128.009995,130.179993,123.879967,8077600
2021-03-23,130.410004,133.289993,129.990005,132.600006,126.182861,9503800
2021-03-24,130.940002,133.139999,130.619995,132.559998,126.144783,8318000
2021-03-25,133.089996,133.619995,132.050003,133.479996,127.020271,7517300
2021-03-26,133.220001,135.610001,132.479996,135.449997,128.894913,10821200
2021-03-29,135.000000,137.600006,135.000000,137.570007,130.912354,11176000
2021-03-30,136.610001,137.000000,135.139999,135.449997,128.894913,8090600
2021-03-31,135.679993,136.750000,135.259995,135.429993,128.875900,9202600
2021-04-01,135.050003,135.479996,133.330002,134.279999,127.781563,9117800
2021-04-05,134.960007,137.250000,134.729996,136.449997,129.846527,8279100
2021-04-06,136.000000,137.020004,135.639999,136.500000,129.894104,6180600
2021-04-07,137.119995,137.330002,136.250000,136.740005,130.122482,10244500
2021-04-08,136.899994,137.630005,136.589996,137.259995,130.617310,6190300
2021-04-09,136.509995,137.270004,135.559998,136.369995,129.770416,5855400
2021-04-12,136.500000,137.039993,135.710007,136.919998,130.293793,6440900
2021-04-13,136.020004,136.389999,134.839996,135.110001,128.571396,9161200
2021-04-14,135.520004,135.789993,134.580002,135.600006,129.037689,7584000
2021-04-15,135.970001,137.759995,135.869995,137.240005,130.598297,7945300
2021-04-16,137.610001,137.899994,136.880005,137.250000,130.607803,7708500
2021-04-19,136.940002,137.080002,135.389999,136.610001,129.998795,9149400
2021-04-20,134.839996,138.589996,133.529999,137.750000,131.083618,10040500
2021-04-21,137.889999,138.570007,136.600006,136.850006,130.227203,8465900
2021-04-22,135.369995,135.789993,134.059998,134.630005,128.934296,7338300
2021-04-23,134.929993,135.080002,133.250000,133.940002,128.273499,6708300
2021-04-26,133.490005,133.759995,131.169998,131.259995,125.706856,9910600
2021-04-27,131.240005,131.889999,130.289993,131.179993,125.630234,8296800
2021-04-28,131.710007,131.850006,130.880005,131.399994,125.840927,6262800
2021-04-29,131.309998,132.990005,131.309998,132.509995,126.903976,6786800
2021-04-30,132.750000,133.669998,132.259995,133.419998,127.775467,9188600
2021-05-03,134.029999,135.679993,134.029999,135.000000,129.288651,8070300
2021-05-04,134.979996,135.830002,134.210007,134.539993,128.848099,9624000
2021-05-05,134.369995,134.970001,133.369995,133.460007,127.813797,8295900
2021-05-06,134.009995,135.369995,133.919998,135.139999,129.422699,9771100
2021-05-07,135.080002,136.029999,134.759995,135.149994,129.432297,6299100
2021-05-10,135.889999,138.419998,135.690002,137.669998,131.845673,8852700
2021-05-11,138.490005,138.789993,136.470001,136.990005,131.194443,10973700
2021-05-12,136.490005,137.000000,135.490005,135.539993,129.805786,8853700
2021-05-13,135.889999,138.529999,135.389999,137.720001,131.893585,8753600
2021-05-14,137.669998,139.100006,137.669998,138.009995,132.171280,5989500
2021-05-17,137.970001,139.070007,137.610001,137.729996,131.903137,7690700
2021-05-18,136.460007,137.830002,136.149994,136.320007,130.552795,9239100
2021-05-19,136.059998,136.830002,135.589996,136.600006,130.820953,9806800
2021-05-20,136.789993,138.710007,136.720001,138.000000,132.161713,8768200
2021-05-21,138.199997,138.940002,137.779999,138.000000,132.161713,10161000
2021-05-24,138.000000,138.800003,137.729996,137.960007,132.123398,6981300
2021-05-25,138.050003,138.479996,136.750000,138.429993,132.573532,8142400
2021-05-26,138.789993,138.860001,137.869995,138.119995,132.276642,8122900
2021-05-27,138.119995,138.279999,134.660004,134.979996,129.269485,33095700
2021-05-28,135.149994,136.130005,134.639999,134.850006,129.144974,10477100
2021-06-01,135.789993,136.000000,132.479996,132.880005,127.258347,9993900
2021-06-02,133.000000,133.630005,132.520004,133.460007,127.813797,8254100
2021-06-03,133.229996,135.910004,133.199997,135.850006,130.102676,11249800
2021-06-04,135.699997,136.619995,135.399994,135.949997,130.198441,6894400
2021-06-07,136.360001,136.839996,135.679993,136.419998,130.648560,8418000
2021-06-08,136.679993,136.750000,134.750000,134.839996,129.135391,6911500
2021-06-09,135.550003,136.440002,134.740005,134.789993,129.087509,6200700
2021-06-10,135.020004,136.350006,134.619995,135.789993,130.045212,6515500
2021-06-11,135.750000,135.869995,133.899994,134.860001,129.154556,10641400
2021-06-14,134.979996,135.029999,133.960007,134.910004,129.202469,6302000
2021-06-15,135.199997,135.639999,134.550003,134.649994,128.953445,5543400
2021-06-16,135.179993,135.580002,132.649994,132.779999,127.162544,8936400
2021-06-17,132.820007,134.160004,132.649994,133.990005,128.321381,7875600
2021-06-18,133.339996,133.350006,131.940002,132.029999,126.444267,13997600
2021-06-21,132.690002,133.259995,132.399994,133.070007,127.440277,8014800
2021-06-22,133.039993,134.020004,132.880005,133.119995,127.488159,6550900
2021-06-23,132.949997,133.360001,132.320007,132.929993,127.306198,5796000
2021-06-24,132.949997,133.309998,132.699997,133.020004,127.392418,6056700
2021-06-25,133.259995,135.539993,132.949997,134.919998,129.212021,24504900
2021-06-28,134.899994,136.160004,134.759995,135.320007,129.595093,6065400
2021-06-29,135.509995,135.830002,133.820007,134.399994,128.714020,5792300
2021-06-30,134.580002,135.289993,134.289993,134.929993,129.221603,5776600
2021-07-01,135.429993,136.139999,134.919998,135.240005,129.518494,5922300
2021-07-02,135.600006,136.639999,135.419998,135.899994,130.150558,5572000
2021-07-06,135.520004,136.300003,135.360001,135.979996,130.227173,6534400
2021-07-07,136.029999,137.589996,136.029999,137.000000,131.204025,5532700
2021-07-08,136.990005,137.399994,135.889999,136.979996,131.184875,7585200
2021-07-09,137.240005,137.649994,136.839996,137.029999,131.232742,5948700
2021-07-12,136.899994,137.470001,136.429993,137.139999,131.338089,6807300
2021-07-13,136.389999,137.570007,136.389999,136.970001,131.175278,5603800
2021-07-14,137.009995,138.229996,136.369995,137.979996,132.142563,5903600
2021-07-15,138.009995,139.259995,137.699997,139.160004,133.272644,7357100
2021-07-16,139.300003,140.779999,139.110001,140.509995,134.565491,9346300
